review_id,overall_rating_score,overall_rating_quote,food_score,food_quote,service_score,service_quote,price_score,price_quote,ambiance_score,ambiance_quote
ghwW8VXK63j2fejBOh0jSw,0.5,very tasty!!,1.0,they manage to do it - very tasty!!,0.5,so anything that throws it off (not knowing what you want..etc) you are going to hear about it...LOL,,,,
gptnw2UR2Y5RnXxRcm4hpw,1.0,the best thing of all was the pancakes!!,1.0,the most fluffiest pancake I've ever had and I'm still dreaming of it til this day.,,,,,,
KkCjQ5SuGBPUZXGLmmf9Lw,1.0,"Great, great, great",1.0,great shrimp poboy,1.0,Friendly staff,,,,
8Fx7_ZEKVJxcjhJuR48_bw,-0.5,Plan 30 minutes if you want fried chicken.,,,,,,,,
X23GYSQzjR3Vv-grn6Y2-w,-0.5,Not worth the long wait,,,-1.0,very hostile skinny girl at the register,,,-0.5,"Place is nothing fancy, which is ok, but it's also not that clean."
n0dIAfYQ8W50lUPLa6lBAw,1.0,delicious,1.0,delicious,1.0,nice,,,,
c5DULqBBeyn58AqKycaPMw,1.0,It's delicious.,1.0,The green beans and tomatoes were amazing.,0.5,so worth it,,,,
1DJHDOwbLEQu2fHYv4El9g,-0.5,speechless,0.5,pretty good,-1.0,"RUDE, NEXT!",,,,
vDKsRkb39GuYfI0L3qbERg,-0.5,the,1.0,jambalaya,,,,,,
9QKUz1dZwXkgedYS5Y7s1Q,-0.5,disappointed,,,-1.0,dirty using their hands,,,,
JI2JvssIEKze5qWwUryVjQ,-0.5,I wasn't that impressed.,,,,,-1.0,$17.00! The prices are extremely high at Mother's for what you get (tourist trap).,,
1q2dv9fLSswRN5KTtd-vhw,-0.5,I'm just thankful to be eating the fried chicken.,0.5,it wasn't an oily mess,-0.5,they elected not to look at our receipts for the first 10 minutes of sitting,,,,
jpJGfrg0kjFzH1-sW4LUDw,-0.5,po boy was kind of dry,-1.0,po boy was kind of dry,,,0.5,,,
zeHFtGnSby5IGI8KbfJNRA,-0.5,did not feel it disappointed at all,,,,,,,,
